country,temperature_celsius,humidity,wind_kph,air_quality_pm2_5,n_cities,n_days
China,21.315674603174603,58.49537037037037,7.627777777777778,90.92528769891729,2,757
Colombia,13.9,81.0,4.5,14.75,1,2
Comoros,26.705291005291006,72.72486772486772,15.78505291005291,8.589041005164859,1,756
Congo,26.43227513227513,74.53306878306879,6.4943121693121695,25.005026454521868,1,756
Costa Rica,19.653847038189653,85.11792499492016,7.377494081325462,12.062697021349198,4,751
Cote d'Ivoire,22.984175084175085,92.47138047138047,4.7414141414141415,9.148535353535353,1,297
Croatia,14.018915343915342,70.36772486772487,7.284656084656085,22.476838624338626,1,756
Cuba,22.695761589403972,91.67549668874172,15.265562913907285,9.777238411353913,1,755
Cyprus,24.12042160737813,51.997364953886695,12.415810276679842,13.623735178368209,1,759
Czech Republic,10.940422721268163,72.22985468956406,11.85442536327609,17.42297886406257,1,757
Democratic Republic of Congo,26.325132275132272,74.91798941798942,6.423809523809523,25.03730820055361,1,756
Denmark,10.77730870712401,76.60026385224275,19.52189973614776,10.659142480399803,1,758
Djibouti,31.34232804232804,56.05291005291005,16.08214285714286,27.974583332828743,1,756
Dominica,26.520662251655626,77.70728476821192,17.33165562913907,10.776682120215813,1,755
Dominican Republic,23.914285714285715,94.27513227513228,9.208068783068784,12.946051587301588,1,756
Ecuador,10.472546419098144,83.8183023872679,4.740583554376658,10.638633952381124,1,754
Egypt,25.270541611624832,43.66182298546896,14.447159841479525,33.804385733157204,1,757
El Salvador,23.543484042553192,87.00531914893617,4.795877659574468,20.674248670466405,1,752
Equatorial Guinea,26.905263157894737,87.29868421052632,7.658026315789474,12.177078947619389,1,760
Eritrea,21.14578947368421,43.9078947368421,10.443026315789474,19.482460525813856,1,760
Estonia,9.033025099075298,74.62615587846764,17.801717305151914,8.334702774612246,1,757
Estonie,23.3,61.0,16.9,17.6,1,1
Ethiopia,19.28333333333333,56.972883597883595,8.104695767195768,18.19593915306071,2,758
Fiji Islands,24.79894598155468,89.25921052631578,11.890657894736842,5.76721052669224,1,760
Finland,8.759156785243741,74.57575757575758,16.770355731225298,7.229341237969078,1,759
France,13.160158311345645,76.62137203166228,12.26174142480211,17.95759894358451,1,758
Gabon,26.70514511873351,83.66094986807389,9.736015831134564,14.140369392636584,1,758
Gambia,24.714437086092715,70.67019867549669,16.47748344370861,32.38107284970315,1,755
Georgia,17.093386243386245,56.21560846560847,10.791798941798943,14.109140211734822,1,756
Germany,11.77048748353096,71.71146245059289,13.977206851119895,15.275790513331396,1,759
Ghana,27.247236842105266,82.575,13.76578947368421,16.82734210526316,1,760
Greece,21.700132450331125,50.451655629139076,14.282119205298013,17.81090066275691,1,755
Grenada,27.066002656042496,82.52722443559097,20.643957503320053,11.985213811927583,1,753
Guatemala,17.278989361702127,89.74734042553192,6.030851063829787,30.899255318641664,1,752
Guinea,26.094854881266492,83.41952506596306,11.210158311345646,26.211517149892522,1,758
Guinea-Bissau,25.264248021108177,72.93007915567283,11.986807387862797,34.747196567907814,1,758
Guyana,24.596688741721856,94.85960264900662,9.148476821192054,10.757019867549669,1,755
Haiti,21.32751322751323,86.51322751322752,6.969312169312169,32.251044979600046,1,756
Honduras,19.369761273209548,86.37135278514589,6.163660477453581,11.548832890487791,1,754
Hungary,11.537534349708263,70.15998494259364,11.505174101261058,15.982575099925324,2,864
Iceland,6.570258330574865,79.12619993379676,20.916950719960276,2.8022300045933006,4,757
Inde,31.2,71.0,6.8,34.6,1,1
India,30.220475561426685,44.35799207397622,10.524966974900924,110.15328269686377,1,757
Indonesia,28.906989768745987,72.0232776910452,9.84829429061739,46.170624240582384,4,1520
Iran,19.292337675517096,29.853141317785116,12.508738491060392,37.811555813166606,2,1473
Iraq,28.67592105263158,30.378947368421052,17.771052631578947,36.27848025914243,1,760
Ireland,10.80952380952381,81.76719576719577,16.01931216931217,9.280462962710669,1,756
Israel,23.119788918205803,49.96965699208443,14.17796833773087,20.42730211106957,1,758
Italy,18.386034255599473,67.99868247694334,10.169565217391304,16.59812911725955,1,759
Jamaica,27.40656731133864,76.35957094100439,7.879202719540603,9.688248838746386,5,756
Japan,19.833026315789475,60.127631578947366,17.711315789473684,40.095092106267025,1,760
Jemen,26.1,34.0,14.8,25.0,1,1
Jordan,21.380657894736842,41.92894736842105,16.9225,21.948657895991676,1,760
Kazakhstan,8.95976253298153,60.25197889182058,18.023614775725594,11.795725592912659,1,758
Kenya,23.94209486166008,67.61758893280633,18.851581027667983,12.720144927473406,2,761
Kiribati,28.05112285336856,74.78731836195509,19.90766182298547,9.45621532370896,1,757
Komoren,25.2,71.0,24.8,2.6,1,1
Kosovo,21.75,68.0,6.5,7.550000000000001,1,2
Kuwait,37.61241743725231,22.159841479524438,27.496367239101716,133.89040951022068,2,758
Kyrghyzstan,17.212796833773087,45.155672823219,9.740501319261213,19.69927440708734,1,758
Lao People's Democratic Republic,28.55,85.0,6.3,14.9,1,2
Latvia,9.738573315719947,74.94848084544253,14.085865257595772,13.229920740140162,1,757
Lebanon,22.99881266490765,59.99076517150396,14.14815303430079,28.9197691292876,1,758
Lesotho,18.689035667107003,45.94055482166446,12.273051519154558,21.100792598346423,1,757
Letonia,20.6,94.0,13.3,2.5,1,1
Liberia,25.85184696569921,88.31002638522428,9.15844327176781,18.270666226975838,1,758
Libya,26.35,64.5,20.9,25.799999999999997,1,2
Liechtenstein,9.966226912928759,81.32585751978891,7.257124010554089,7.54801451212498,1,758
Lithuania,9.445910290237467,73.99472295514512,14.476385224274408,11.532189973803497,1,758
Luxembourg,10.716666666666667,79.35449735449735,13.301984126984125,14.065535714790304,1,756
Macedonia,16.52217795484728,61.24037184594953,6.496281540504648,23.656620185669677,1,753
Madagascar,26.088370126171533,47.27712572852121,11.3076970099706,6.455716663565135,2,1217
Malawi,23.75955204216074,56.3768115942029,11.390382081686429,9.778096179183136,1,759
Malaysia,30.60857519788918,68.69129287598945,6.423614775725595,58.51947229652102,1,758
Maldives,28.418556644880173,78.04011437908497,24.0043545751634,5.762001119676758,3,756
Mali,26.58258575197889,56.010554089709764,10.71490765171504,29.181517151402293,1,758
Malta,21.68921052631579,68.99078947368422,19.766052631578948,15.288335527570624,1,760
Malásia,24.3,93.0,6.5,1.8,1,1
Marrocos,40.3,14.0,16.9,8.2,1,1
Marshall Islands,28.254545454545454,81.16469038208169,22.5498023715415,6.001478261246511,1,759
Mauritania,23.337994722955145,56.50395778364116,20.268733509234828,67.94674143084121,1,758
Mauritius,26.756332453825856,68.82321899736148,19.255277044854882,8.198997360974314,1,758
Mexico,14.720794701986756,68.0887417218543,5.695496688741723,44.877152319901825,1,755
Mexique,27.4,72.0,15.1,10.3,1,1
Micronesia,28.228703703703705,83.02248677248677,20.381613756613756,6.015305555587093,1,756
Monaco,17.764238410596025,63.9271523178808,9.880529801324503,9.194105961528045,1,755
Mongolia,4.32335092348285,50.492084432717675,9.200527704485488,21.944122691418688,1,758
Montenegro,18.54214002642008,59.324966974900924,7.252575957727873,14.746591810027391,1,757
Morocco,18.406605019815057,80.71862615587847,12.757463672391017,14.75276750330251,1,757
Mozambique,25.359288537549407,65.25559947299078,13.770882740447957,11.055711462450592,1,759
Myanmar,30.25191050113016,70.3997374760139,10.196248416576184,13.310643685047516,6,759
Namibia,21.353096179183137,39.78392621870883,15.655731225296444,6.471245059288538,1,759
Nepal,23.108047493403696,57.650395778364114,7.063192612137203,45.47736807488514,1,758
Netherlands,12.278524374176548,77.49143610013175,16.021607378129115,16.911396574816997,1,759
New Zealand,14.029023746701847,78.37862796833772,24.54023746701847,6.556273087197055,1,758
Nicaragua,24.47197875166003,83.84993359893758,11.29030544488712,8.579787516600266,1,753
Niger,29.012516469038207,40.984189723320156,17.801581027667982,29.402246374801216,1,759
Nigeria,27.047430830039527,67.97101449275362,6.88695652173913,49.646989459312955,1,759
North Korea,14.405151915455747,57.71994715984148,12.578071334214004,34.720330253006445,1,757
Norway,7.922324966974901,81.15631880228975,8.996367239101717,5.614353808879013,2,760
Oman,31.791172595520422,50.741765480895914,14.39262187088274,35.75320026652018,1,759
Pakistan,28.474504623513873,31.278731836195508,9.784808454425363,50.26733157199472,1,757
Palau,28.385864693482617,82.47302332705998,11.105523898573608,3.3187909888249147,6,757
Panama,25.506084656084653,89.9510582010582,7.783994708994709,7.717910053162347,1,756
Papua New Guinea,26.908959156785247,82.09222661396575,15.038735177865613,8.077971015246646,1,759
Paraguay,21.29802761840253,67.29639750274164,9.726826444148461,8.572656006470426,7,758
Peru,18.103978779840848,83.8315649867374,8.95079575596817,22.30315649766188,1,754
Philippines,30.373315719947158,72.64464993394981,11.264927344782034,28.12605350015658,2,758
Poland,11.548157894736843,69.88026315789473,13.552631578947368,24.613980262906928,1,760
Polônia,27.7,52.0,29.5,2.5,1,1
Portugal,16.830343007915566,77.50131926121372,14.535620052770449,16.367948548812667,1,758
Qatar,32.341611624834876,40.64332892998679,18.833817701453107,56.315772781271285,1,757
Romania,15.449537648612944,63.04095112285337,11.843064729194188,25.544022456941388,1,757
Russia,10.638514452585238,61.44239050098011,12.29614262990456,13.579446238632347,4,813
Rwanda,23.46877470355731,61.96574440052701,6.24137022397892,26.75767457180501,1,759
Saint Kitts and Nevis,26.58996036988111,79.7001321003963,26.028797886393658,8.932614267346723,1,757
Saint Lucia,27.017941952506593,80.3179419525066,20.85514511873351,11.4624287593912,1,758
Saint Vincent and the Grenadines,27.23862433862434,77.26587301587301,26.404365079365082,11.21850079321483,1,756
Saint-Vincent-et-les-Grenadines,27.8,82.0,27.0,1.8,1,1
Samoa,26.076626826029216,86.51925630810094,21.20132802124834,5.623614874091282,1,753
San Marino,23.99158940397351,62.79006622516556,15.493841059602651,14.904540993254706,2,756
Saudi Arabia,30.646569920844325,18.87335092348285,15.641952506596306,137.35447229148846,1,758
Saudi Arabien,45.0,7.0,24.5,22.3,1,1
Senegal,25.12236842105263,69.59298245614035,17.806622807017543,35.31861951904966,2,772
Serbia,15.225823451910408,64.27667984189723,12.122002635046114,25.042984190225916,1,759
Seychelles Islands,28.887301587301586,74.68518518518519,18.484126984126984,8.554887566137566,1,756
Sierra Leone,25.890873015873016,81.77248677248677,8.597486772486771,24.016223545099695,1,756
Singapore,29.95783926218709,69.0171277997365,13.609749670619236,20.98523715490409,1,759
Slovakia,13.24137022397892,67.15546772068511,14.161660079051384,17.353109354350877,1,759
Slovenia,12.91449275362319,74.31093544137022,6.05862977602108,23.015573122027046,1,759
Solomon Islands,27.42779973649539,84.91172595520422,9.015415019762846,2.904590250706327,1,759
Somalia,28.820739762219286,75.23117569352708,26.890356671070013,11.59977542932629,1,757
South Africa,20.291040843214756,52.37285902503294,11.449407114624506,36.76466403564132,1,759
South Korea,16.726385224274406,60.138522427440634,11.309630606860159,46.62327836537424,1,758
Spain,15.635836627140975,62.50197628458498,10.783794466403162,15.380783925590464,1,759
Sri Lanka,30.2403162055336,73.03425559947298,17.57931488801054,25.28517786611524,1,759
Sudan,29.90792025749093,26.461385970798126,21.54856812606152,45.43349084034158,2,1513
Suriname,24.352513227513228,93.4021164021164,9.308597883597884,9.026296296107075,1,756
Swaziland,21.35436241610738,60.19328859060403,8.480268456375839,18.32967113991552,1,745
Sweden,9.742875989445912,73.78364116094987,14.265303430079156,6.769056728735449,1,758
Switzerland,5.719766798418973,82.8102766798419,7.494997364953886,8.571563095990712,2,809
Syria,21.446569920844325,41.7401055408971,13.506200527704486,23.348700526194712,1,758
Südkorea,26.1,84.0,4.0,70.2,1,1
Tajikistan,22.507793923381772,38.51915455746367,7.000528401585204,17.855891677675032,1,757
Tanzania,25.013324538258573,54.689973614775724,11.968337730870713,8.889973614964447,1,758
Thailand,31.217414248021107,58.876649076517154,9.737598944591028,28.104583773149976,2,1516
Timor-Leste,26.459735099337745,75.22649006622517,9.53112582781457,7.344364238915855,1,755
Togo,27.1,84.0,20.55,6.2,1,2
Tonga,23.533609271523176,81.31556291390729,21.19572847682119,6.745403973509934,2,757
Trinidad and Tobago,25.178042328042327,88.4563492063492,11.258597883597883,9.75441931229546,1,756
Tunisia,21.527212681638044,66.59313077939234,14.124834874504623,17.626010568031703,1,757
Turkey,16.61718650618915,59.92511252996722,13.340868123265746,24.019781898799657,2,1513
Turkmenistan,22.651583113456468,40.422163588390504,12.832849604221636,19.390949870086914,1,758
Turkménistan,37.8,11.0,22.0,6.7,1,1
Tuvalu,28.83399209486166,81.50592885375494,18.41449275362319,5.978848484597187,1,759
USA United States of America,24.53333333333333,66.0,12.933333333333332,3.7999999999999994,3,3
Uganda,25.076811594202898,67.06455862977602,8.997891963109353,31.114407114875803,1,759
Ukraine,12.110921052631578,61.03947368421053,13.901710526315789,15.400855263252009,1,760
United Arab Emirates,32.2068511198946,44.09749670619236,15.668115942028987,56.262654809964346,1,759
United Kingdom,12.122060766182297,78.778071334214,13.866710700132101,14.724141347424041,1,757
United States of America,17.8933326701531,62.54555574503562,10.255311599969682,6.432423450139791,6,755
Uruguay,14.397889182058048,86.95910290237467,15.752902374670185,11.60859498630413,1,758
Uzbekistan,22.178421052631577,35.35526315789474,9.494736842105263,23.542230263534346,1,760
Vanuatu,25.231752305665353,85.84189723320158,16.3931488801054,8.668932806449758,1,759
Vatican City,18.370526315789473,68.02763157894736,10.295263157894736,16.686480263157897,1,760
Venezuela,22.526155878467634,83.28005284015852,5.459445178335535,14.78996037000709,1,757
Vietnam,28.194403296823225,68.22688140314,13.159598989529368,46.4270751488015,4,1213
Yemen,22.093815789473684,24.910526315789475,12.158684210526316,23.275802631077013,1,760
Zambia,23.791567852437417,49.49802371541502,13.153491436100131,11.386805006336319,1,759
Zimbabwe,22.613870541611625,45.075297225891674,11.02774108322325,17.674398943952717,1,757
Гватемала,15.9,95.0,6.5,40.8,1,1
Польша,24.2,56.0,13.7,2.5,1,1
Турция,34.0,44.0,24.1,11.3,1,1
كولومبيا,23.1,95.0,6.5,0.5,1,1
火鸡,29.7,24.0,18.4,3.0,1,1
